Measure,Place,Place Type,Year,Geoid,Max Month,Measure Desc Short,Measure Type,measure_axis_label,no_definition,Notes,Quantile,rate_label,Strategy,wip_definition,yes_definition,n_missing,Number of Records,Rate Denom,rate_mult,Value Count,Value Rate
Deaths (Asian),Alamance,Counties,2015,37001,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"12,188","100,000",0,0
Deaths (Asian),Alamance,LHD Districts,2015,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"12,188","100,000",0,0
Deaths (Asian),Albemarle District,LHD Districts,2015,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"7,754","100,000",0,0
Deaths (Asian),Alexander,Counties,2015,37003,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"2,072","100,000",0,0
Deaths (Asian),Alexander,LHD Districts,2015,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"2,072","100,000",0,0
Deaths (Asian),Alleghany,Counties,2015,37005,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,373,"100,000",0,0
Deaths (Asian),Alliance,LMEMCO Regions,2015,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 3 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"437,823","100,000",8,1.827222416
Deaths (Asian),Anson,Counties,2015,37007,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"1,440","100,000",0,0
Deaths (Asian),Anson,LHD Districts,2015,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"1,440","100,000",0,0
Deaths (Asian),Appalachian District,LHD Districts,2015,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"4,050","100,000",0,0
