Measure,Place,Place Type,Year,Geoid,Max Month,Measure Desc Short,Measure Type,measure_axis_label,no_definition,Notes,Quantile,rate_label,Strategy,wip_definition,yes_definition,n_missing,Number of Records,Rate Denom,rate_mult,Value Count,Value Rate
Deaths (Asian),Alamance,Counties,2020,37001,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 1 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"15,006","100,000",2,13.32800213
Deaths (Asian),Alamance,LHD Districts,2020,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 1 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"15,006","100,000",2,13.32800213
Deaths (Asian),Albemarle District,LHD Districts,2020,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 1 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"8,765","100,000",3,34.22703936
Deaths (Asian),Alexander,Counties,2020,37003,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"2,062","100,000",0,0
Deaths (Asian),Alexander,LHD Districts,2020,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"2,062","100,000",0,0
Deaths (Asian),Alleghany,Counties,2020,37005,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,356,"100,000",0,0
Deaths (Asian),Alliance,LMEMCO Regions,2020,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 7 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"575,022","100,000",18,3.130315014
Deaths (Asian),Anson,Counties,2020,37007,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"1,614","100,000",1,61.95786865
Deaths (Asian),Anson,LHD Districts,2020,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"1,614","100,000",1,61.95786865
Deaths (Asian),Appalachian District,LHD Districts,2020,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"4,662","100,000",0,0
Deaths (Asian),Ashe,Counties,2020,37009,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,759,"100,000",0,0
Deaths (Asian),Avery,Counties,2020,37011,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,508,"100,000",0,0
Deaths (Asian),Beaufort,Counties,2020,37013,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"1,113","100,000",0,0
Deaths (Asian),Beaufort,LHD Districts,2020,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"1,113","100,000",0,0
Deaths (Asian),Bertie,Counties,2020,37015,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,623,"100,000",0,0
Deaths (Asian),Bladen,Counties,2020,37017,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 1 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,585,"100,000",1,170.9401709
Deaths (Asian),Bladen,LHD Districts,2020,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 1 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,585,"100,000",1,170.9401709
Deaths (Asian),Brunswick,Counties,2020,37019,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"6,070","100,000",1,16.47446458
Deaths (Asian),Brunswick,LHD Districts,2020,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"6,070","100,000",1,16.47446458
Deaths (Asian),Buncombe,Counties,2020,37021,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"21,090","100,000",0,0
Deaths (Asian),Buncombe,LHD Districts,2020,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"21,090","100,000",0,0
Deaths (Asian),Burke,Counties,2020,37023,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"17,516","100,000",1,5.709065997
Deaths (Asian),Burke,LHD Districts,2020,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"17,516","100,000",1,5.709065997
Deaths (Asian),Cabarrus,Counties,2020,37025,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"47,980","100,000",2,4.168403501
Deaths (Asian),Cabarrus,LHD Districts,2020,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"47,980","100,000",2,4.168403501
Deaths (Asian),Caldwell,Counties,2020,37027,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"3,077","100,000",1,32.49918752
Deaths (Asian),Caldwell,LHD Districts,2020,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"3,077","100,000",1,32.49918752
