Measure,Place,Place Type,Year,Geoid,Max Month,Measure Desc Short,Measure Type,measure_axis_label,no_definition,Notes,Quantile,rate_label,Strategy,wip_definition,yes_definition,n_missing,Number of Records,Rate Denom,rate_mult,Value Count,Value Rate
Deaths (AI/AN),Alamance,Counties,2020,37001,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,3434,100000,0,0
Deaths (AI/AN),Alexander,Counties,2020,37003,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,522,100000,0,0
Deaths (AI/AN),Alleghany,Counties,2020,37005,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,147,100000,0,0
Deaths (AI/AN),Anson,Counties,2020,37007,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,821,100000,0,0
Deaths (AI/AN),Ashe,Counties,2020,37009,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,368,100000,0,0
Deaths (AI/AN),Avery,Counties,2020,37011,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,364,100000,0,0
Deaths (AI/AN),Beaufort,Counties,2020,37013,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,753,100000,0,0
Deaths (AI/AN),Bertie,Counties,2020,37015,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,564,100000,0,0
Deaths (AI/AN),Bladen,Counties,2020,37017,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 1 and rate was NA,Lowest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,4068,100000,1,25
Deaths (AI/AN),Brunswick,Counties,2020,37019,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,4791,100000,1,21
Deaths (AI/AN),Buncombe,Counties,2020,37021,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 2 and rate was NA,Lowest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,5053,100000,3,59
Deaths (AI/AN),Burke,Counties,2020,37023,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,1348,100000,0,0
Deaths (AI/AN),Cabarrus,Counties,2020,37025,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,3653,100000,1,27
Deaths (AI/AN),Caldwell,Counties,2020,37027,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,876,100000,0,0
Deaths (AI/AN),Camden,Counties,2020,37029,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,220,100000,0,0
Deaths (AI/AN),Carteret,Counties,2020,37031,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,1753,100000,0,0
Deaths (AI/AN),Caswell,Counties,2020,37033,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,472,100000,0,0
Deaths (AI/AN),Catawba,Counties,2020,37035,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,1998,100000,0,0
Deaths (AI/AN),Chatham,Counties,2020,37037,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,1162,100000,0,0
Deaths (AI/AN),Cherokee,Counties,2020,37039,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,2301,100000,0,0
Deaths (AI/AN),Chowan,Counties,2020,37041,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,241,100000,0,0
Deaths (AI/AN),Clay,Counties,2020,37043,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,257,100000,0,0
Deaths (AI/AN),Cleveland,Counties,2020,37045,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,1147,100000,0,0
Deaths (AI/AN),Columbus,Counties,2020,37047,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 2 and rate was NA,Low,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,9469,100000,3,32
Deaths (AI/AN),Craven,Counties,2020,37049,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,2741,100000,0,0
Deaths (AI/AN),Cumberland,Counties,2020,37051,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 9 and rate was NA,Low,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,26605,100000,20,75
Deaths (AI/AN),Currituck,Counties,2020,37053,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,770,100000,0,0
