Measure,Place,Place Type,Year,Geoid,Max Month,Measure Desc Short,Measure Type,measure_axis_label,no_definition,Notes,Quantile,rate_label,Strategy,wip_definition,yes_definition,n_missing,Number of Records,Rate Denom,rate_mult,Value Count,Value Rate
Deaths (Black),Alamance,Counties,2015,37001,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 3 and rate was NA,Lowest,"Rate per 100,000 residents",8B) Equity: Black NH,NA,NA,0,1,"150,081","100,000",9,5.996761749
Deaths (Black),Alamance,LHD Districts,2015,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 3 and rate was NA,Lowest,"Rate per 100,000 residents",8B) Equity: Black NH,NA,NA,0,1,"150,081","100,000",9,5.996761749
Deaths (Black),Albemarle District,LHD Districts,2015,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 2 and rate was NA,Lowest,"Rate per 100,000 residents",8B) Equity: Black NH,NA,NA,0,1,"289,527","100,000",12,4.144691169
Deaths (Black),Alexander,Counties,2015,37003,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8B) Equity: Black NH,NA,NA,0,1,"11,233","100,000",0,0
Deaths (Black),Alexander,LHD Districts,2015,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8B) Equity: Black NH,NA,NA,0,1,"11,233","100,000",0,0
Deaths (Black),Alleghany,Counties,2015,37005,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8B) Equity: Black NH,NA,NA,0,1,"1,000","100,000",0,0
Deaths (Black),Alliance,LMEMCO Regions,2015,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 32 and rate was NA,Lowest,"Rate per 100,000 residents",8B) Equity: Black NH,NA,NA,0,1,"2,329,606","100,000",143,6.138377047
Deaths (Black),Anson,Counties,2015,37007,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8B) Equity: Black NH,NA,NA,0,1,"63,994","100,000",2,3.125292996
Deaths (Black),Anson,LHD Districts,2015,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8B) Equity: Black NH,NA,NA,0,1,"63,994","100,000",2,3.125292996
Deaths (Black),Appalachian District,LHD Districts,2015,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8B) Equity: Black NH,NA,NA,0,1,"7,772","100,000",0,0
Deaths (Black),Ashe,Counties,2015,37009,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8B) Equity: Black NH,NA,NA,0,1,"1,318","100,000",0,0
Deaths (Black),Avery,Counties,2015,37011,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8B) Equity: Black NH,NA,NA,0,1,"3,982","100,000",0,0
Deaths (Black),Beaufort,Counties,2015,37013,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 2 and rate was NA,Lowest,"Rate per 100,000 residents",8B) Equity: Black NH,NA,NA,0,1,"60,392","100,000",3,4.96754537
Deaths (Black),Beaufort,LHD Districts,2015,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 2 and rate was NA,Lowest,"Rate per 100,000 residents",8B) Equity: Black NH,NA,NA,0,1,"60,392","100,000",3,4.96754537
Deaths (Black),Bertie,Counties,2015,37015,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 1 and rate was NA,Lowest,"Rate per 100,000 residents",8B) Equity: Black NH,NA,NA,0,1,"63,332","100,000",2,3.15796122
Deaths (Black),Bladen,Counties,2015,37017,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8B) Equity: Black NH,NA,NA,0,1,"60,391","100,000",0,0
Deaths (Black),Bladen,LHD Districts,2015,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8B) Equity: Black NH,NA,NA,0,1,"60,391","100,000",0,0
Deaths (Black),Brunswick,Counties,2015,37019,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 1 and rate was NA,Lowest,"Rate per 100,000 residents",8B) Equity: Black NH,NA,NA,0,1,"66,679","100,000",5,7.498612757
Deaths (Black),Brunswick,LHD Districts,2015,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 1 and rate was NA,Lowest,"Rate per 100,000 residents",8B) Equity: Black NH,NA,NA,0,1,"66,679","100,000",5,7.498612757
Deaths (Black),Buncombe,Counties,2015,37021,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 2 and rate was NA,Lowest,"Rate per 100,000 residents",8B) Equity: Black NH,NA,NA,0,1,"84,746","100,000",4,4.719986784
Deaths (Black),Buncombe,LHD Districts,2015,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 2 and rate was NA,Lowest,"Rate per 100,000 residents",8B) Equity: Black NH,NA,NA,0,1,"84,746","100,000",4,4.719986784
Deaths (Black),Burke,Counties,2015,37023,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 3 and rate was NA,Lowest,"Rate per 100,000 residents",8B) Equity: Black NH,NA,NA,0,1,"31,311","100,000",4,12.77506308
