Measure,Place,Place Type,Year,Geoid,Max Month,Measure Desc Short,Measure Type,measure_axis_label,no_definition,Notes,Quantile,rate_label,Strategy,wip_definition,yes_definition,n_missing,Number of Records,Rate Denom,rate_mult,Value Count,Value Rate
Deaths (Hispanic),Alamance,Counties,2020,37001,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 2 and rate was NA,Lowest,"Rate per 100,000 residents",8C) Equity: Hispanic,NA,NA,0,1,"107,267","100,000",7,6.525772139
Deaths (Hispanic),Alamance,LHD Districts,2020,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 2 and rate was NA,Lowest,"Rate per 100,000 residents",8C) Equity: Hispanic,NA,NA,0,1,"107,267","100,000",7,6.525772139
Deaths (Hispanic),Albemarle District,LHD Districts,2020,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 3 and rate was NA,Lowest,"Rate per 100,000 residents",8C) Equity: Hispanic,NA,NA,0,1,"30,883","100,000",5,16.19013697
Deaths (Hispanic),Alexander,Counties,2020,37003,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8C) Equity: Hispanic,NA,NA,0,1,"8,965","100,000",1,11.15448968
Deaths (Hispanic),Alexander,LHD Districts,2020,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8C) Equity: Hispanic,NA,NA,0,1,"8,965","100,000",1,11.15448968
Deaths (Hispanic),Alleghany,Counties,2020,37005,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8C) Equity: Hispanic,NA,NA,0,1,"5,407","100,000",0,0
Deaths (Hispanic),Alliance,LMEMCO Regions,2020,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 18 and rate was NA,Lowest,"Rate per 100,000 residents",8C) Equity: Hispanic,NA,NA,0,1,"1,114,517","100,000",58,5.204048032
Deaths (Hispanic),Anson,Counties,2020,37007,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8C) Equity: Hispanic,NA,NA,0,1,"5,183","100,000",0,0
Deaths (Hispanic),Anson,LHD Districts,2020,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8C) Equity: Hispanic,NA,NA,0,1,"5,183","100,000",0,0
Deaths (Hispanic),Appalachian District,LHD Districts,2020,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 1 and rate was NA,Lowest,"Rate per 100,000 residents",8C) Equity: Hispanic,NA,NA,0,1,"22,912","100,000",2,8.729050279
